origin_zone,dest_zone,road_type,speed_limit_kmh,num_lanes,is_one_way,distance_km,road_curvature,has_signal,is_construction,weather_condition,day_of_week,time_slot,is_weekend,is_holiday,day_type,congestion_multiplier
14,4,street,41.4,1,0,13.08,1.562,1,0,clear,Fri,morning_peak,0,0,friday,3.5
8,6,street,32.6,1,1,11.28,1.6,1,0,clear,Sat,midday,1,0,weekend,1.8732
13,19,main_road,41.0,4,0,4.99,1.604,0,0,rain,Wed,morning_peak,0,0,weekday,2.7162
22,18,street,27.0,1,0,14.4,1.504,1,0,clear,Tue,midday,0,0,weekday,2.3454
2,17,main_road,66.2,3,0,6.53,1.689,0,1,heavy_rain,Fri,night,0,0,friday,2.1193
14,18,street,26.2,1,0,18.53,1.25,1,0,fog,Thu,night,0,0,weekday,1.3007
4,23,main_road,51.1,2,1,19.68,1.077,1,0,cloudy,Fri,morning_peak,0,0,friday,2.4524
2,18,main_road,44.3,2,0,0.96,1.195,1,0,clear,Tue,midday,0,0,weekday,1.601
4,18,street,22.1,2,0,9.3,1.107,1,0,rain,Sun,evening_peak,1,0,weekend,3.4368
21,7,main_road,79.9,4,0,13.55,1.538,1,0,clear,Mon,evening_peak,0,0,weekday,2.3853
14,2,highway,96.1,6,0,5.36,1.507,0,0,clear,Sun,night,1,0,weekend,0.55
16,8,main_road,47.3,2,1,13.1,1.355,1,1,clear,Tue,morning_peak,0,0,weekday,3.5
4,6,main_road,66.3,2,0,16.5,1.516,0,0,clear,Tue,evening_peak,0,0,weekday,2.3669
8,1,main_road,73.7,3,0,1.5,1.705,0,0,clear,Thu,evening_peak,0,0,weekday,2.693
11,7,street,49.0,2,0,4.51,1.555,1,0,cloudy,Thu,night,0,0,weekday,1.3069
6,2,main_road,58.8,4,0,16.04,1.597,1,0,cloudy,Fri,night,0,0,friday,1.1123
22,21,street,42.9,1,0,11.02,1.38,1,0,cloudy,Mon,midday,0,0,weekday,3.159
4,7,service_lane,37.1,2,1,10.12,1.66,1,0,cloudy,Mon,evening_peak,0,0,weekday,3.5
3,21,main_road,49.8,4,0,13.2,1.076,1,0,clear,Thu,evening_peak,0,0,weekday,2.7059
21,2,main_road,71.3,2,0,9.56,1.782,1,0,fog,Sat,midday,1,0,weekend,3.2365
7,8,highway,98.3,5,0,14.59,1.776,0,0,clear,Sun,evening_peak,1,0,weekend,1.3503
13,11,highway,87.7,4,0,14.69,1.334,0,0,clear,Mon,midday,0,0,weekday,1.2119
13,6,main_road,47.0,3,0,5.25,1.217,0,0,clear,Mon,morning_peak,0,0,weekday,2.0527
16,22,street,24.7,2,0,13.71,1.088,1,0,clear,Mon,evening_peak,0,0,weekday,2.2473
16,23,main_road,50.9,2,1,18.78,1.107,1,0,cloudy,Sat,midday,1,0,weekend,1.189
10,17,street,49.9,2,0,8.7,1.655,1,0,clear,Fri,midday,0,0,friday,2.1545
9,22,main_road,79.6,4,0,0.22,1.56,1,0,rain,Sat,midday,1,0,weekend,1.8675
17,11,street,31.5,2,0,9.94,1.143,1,0,cloudy,Fri,morning_peak,0,0,friday,2.9879
22,5,highway,87.5,5,1,3.79,1.025,0,0,rain,Mon,morning_peak,0,1,weekday,1.3024
1,11,highway,80.7,5,1,1.07,1.195,0,0,clear,Fri,morning_peak,0,0,friday,1.8181
7,4,main_road,71.6,4,0,3.75,1.573,0,0,clear,Mon,evening_peak,0,0,weekday,2.47
15,2,main_road,49.7,2,0,13.56,1.031,1,0,clear,Sun,night,1,0,weekend,0.7505
16,7,main_road,42.5,3,0,9.24,1.314,1,0,clear,Tue,evening_peak,0,0,weekday,2.8602
5,19,main_road,49.2,4,0,13.28,1.081,1,0,cloudy,Fri,midday,0,0,friday,1.9965
12,15,street,40.6,2,1,15.18,1.167,0,0,cloudy,Sat,evening_peak,1,0,weekend,2.5231
19,23,street,22.6,2,0,11.4,1.444,0,0,clear,Mon,midday,0,0,weekday,2.1554
11,3,street,20.3,1,0,12.12,1.057,1,0,heavy_rain,Sat,night,1,0,weekend,1.6222
23,11,street,38.7,1,1,8.41,1.482,1,0,clear,Sat,midday,1,0,weekend,2.6584
15,3,street,46.3,2,0,17.58,1.504,1,0,rain,Tue,night,0,0,weekday,1.6146
9,3,main_road,69.4,3,0,0.71,1.645,1,0,cloudy,Wed,midday,0,0,weekday,2.8158
18,3,main_road,45.0,3,0,4.05,1.057,1,0,clear,Tue,morning_peak,0,0,weekday,2.5583
3,13,main_road,66.9,2,0,12.81,1.15,1,0,cloudy,Sun,evening_peak,1,0,weekend,2.3577
5,8,highway,102.0,5,0,4.3,1.016,0,0,cloudy,Sat,midday,1,0,weekend,0.968
2,20,main_road,68.2,3,0,4.76,1.197,0,0,cloudy,Wed,morning_peak,0,0,weekday,2.5253
6,11,highway,96.9,5,1,4.54,1.09,0,0,cloudy,Sun,night,1,0,weekend,0.6601
14,20,service_lane,32.5,1,1,9.81,1.35,0,0,clear,Sun,morning_peak,1,0,weekend,2.4291
10,18,main_road,56.8,2,0,19.96,1.554,0,0,clear,Thu,midday,0,0,weekday,1.5896
16,12,street,46.8,2,0,15.65,1.116,1,0,clear,Sun,morning_peak,1,0,weekend,2.3584
3,12,main_road,40.0,2,0,7.44,1.631,1,0,clear,Thu,midday,0,0,weekday,2.2331
19,16,street,42.6,2,0,1.84,1.641,0,0,clear,Fri,midday,0,0,friday,2.447
7,11,street,26.2,1,0,11.27,1.035,1,0,rain,Wed,night,0,0,weekday,1.372
21,9,street,38.9,2,0,1.82,1.391,1,0,clear,Sat,morning_peak,1,0,weekend,3.5
10,2,main_road,76.6,2,1,4.02,1.406,0,0,clear,Wed,morning_peak,0,0,weekday,1.9198
18,8,main_road,66.5,2,0,1.6,1.31,1,1,clear,Fri,night,0,0,friday,1.9366
20,10,main_road,71.2,4,0,14.23,1.106,0,0,clear,Mon,night,0,0,weekday,0.6977
13,5,highway,100.5,4,1,0.4,1.492,0,0,clear,Fri,morning_peak,0,0,friday,1.543
8,6,main_road,78.6,4,0,1.51,1.491,1,0,clear,Tue,night,0,0,weekday,0.8491
9,1,main_road,67.0,3,0,12.67,1.688,1,0,clear,Fri,midday,0,0,friday,3.5
18,2,highway,118.2,4,0,5.53,1.583,0,0,clear,Sat,evening_peak,1,1,weekend,1.2482
22,13,highway,114.3,4,0,6.65,1.17,0,0,clear,Thu,midday,0,1,weekday,1.0834
12,3,main_road,78.5,4,0,11.69,1.447,1,0,cloudy,Tue,evening_peak,0,0,weekday,2.7352
19,17,main_road,46.2,4,0,5.43,1.31,0,0,cloudy,Fri,midday,0,0,friday,2.1844
2,20,main_road,67.7,4,0,10.82,1.285,1,0,cloudy,Fri,night,0,1,friday,0.585
5,21,highway,114.4,5,1,4.88,1.086,0,0,clear,Mon,midday,0,0,weekday,0.8925
20,5,street,43.4,1,1,16.35,1.724,1,0,cloudy,Tue,night,0,0,weekday,1.3838
22,17,main_road,78.4,4,1,8.61,1.538,0,1,clear,Mon,midday,0,0,weekday,1.9258
6,21,street,32.2,1,1,15.23,1.482,1,0,clear,Mon,evening_peak,0,0,weekday,3.5
20,19,street,21.1,1,0,5.32,1.326,1,0,clear,Mon,morning_peak,0,0,weekday,3.5
15,10,highway,83.5,6,0,10.29,1.047,1,0,clear,Sat,evening_peak,1,0,weekend,0.9299
7,19,main_road,49.4,2,0,0.56,1.353,0,0,clear,Tue,midday,0,0,weekday,1.7231
19,17,street,36.9,2,0,5.22,1.262,1,0,clear,Wed,evening_peak,0,0,weekday,3.1611
12,16,street,22.3,1,1,15.41,1.006,1,0,fog,Fri,midday,0,0,friday,3.0565
6,1,main_road,41.5,3,1,8.39,1.435,0,0,clear,Sat,morning_peak,1,0,weekend,2.3136
18,19,street,28.8,1,1,5.78,1.351,1,0,clear,Sun,midday,1,0,weekend,1.8745
21,4,street,43.6,2,0,9.56,1.618,1,0,heavy_rain,Fri,evening_peak,0,0,friday,3.5
5,22,street,47.6,2,0,7.91,1.098,0,0,clear,Tue,evening_peak,0,0,weekday,3.5
11,14,service_lane,38.3,2,1,6.7,1.225,0,0,clear,Fri,night,0,0,friday,0.7747
22,13,main_road,63.1,2,1,1.96,1.451,1,0,fog,Wed,night,0,0,weekday,1.2638
7,20,street,32.0,1,0,6.62,1.129,1,0,rain,Wed,midday,0,0,weekday,3.0824
21,18,main_road,57.5,2,0,14.86,1.456,1,0,fog,Fri,midday,0,0,friday,3.5
11,4,street,22.3,2,0,16.96,1.753,0,0,clear,Tue,night,0,0,weekday,1.1662
7,2,highway,92.2,5,1,2.76,1.07,0,0,clear,Tue,night,0,0,weekday,0.55
18,12,street,44.7,2,1,19.12,1.655,1,0,clear,Thu,morning_peak,0,0,weekday,3.24
7,12,street,48.1,2,0,0.17,1.697,1,1,clear,Sun,evening_peak,1,0,weekend,3.2933
17,10,main_road,79.3,2,0,18.43,1.764,0,0,cloudy,Mon,evening_peak,0,0,weekday,2.7754
15,13,main_road,55.7,2,0,0.45,1.635,1,0,clear,Mon,midday,0,0,weekday,2.1017
14,10,main_road,70.6,4,0,2.85,1.399,1,0,clear,Fri,night,0,0,friday,0.8469
6,10,street,45.6,2,0,4.87,1.126,0,0,rain,Thu,morning_peak,0,0,weekday,2.6761
10,16,main_road,67.3,4,0,17.14,1.622,1,0,clear,Wed,evening_peak,0,0,weekday,3.5
17,10,main_road,79.0,3,1,7.13,1.158,0,0,heavy_rain,Wed,morning_peak,0,0,weekday,2.817
16,5,main_road,56.8,4,0,3.22,1.28,0,0,clear,Sat,evening_peak,1,0,weekend,1.9256
5,23,highway,90.7,6,1,0.79,1.56,0,0,clear,Sun,morning_peak,1,0,weekend,1.0727
16,18,highway,97.5,4,1,4.87,1.657,0,0,rain,Sat,evening_peak,1,0,weekend,1.2845
17,2,service_lane,35.9,1,1,13.38,1.782,0,1,cloudy,Mon,evening_peak,0,0,weekday,3.5
3,14,main_road,78.3,4,0,18.36,1.286,1,0,fog,Sat,night,1,0,weekend,0.9148
9,17,street,31.3,1,0,19.59,1.705,1,0,clear,Fri,morning_peak,0,0,friday,3.5
4,5,main_road,46.7,4,1,5.07,1.522,1,0,clear,Sun,night,1,0,weekend,0.7063
14,20,main_road,40.0,4,1,12.23,1.014,1,0,fog,Mon,night,0,0,weekday,1.0469
22,12,service_lane,31.4,2,0,8.29,1.576,0,0,clear,Sat,morning_peak,1,0,weekend,1.8394
6,9,street,37.0,2,0,9.57,1.23,0,0,clear,Thu,night,0,0,weekday,1.0613
6,13,highway,91.2,6,0,8.77,1.47,0,0,rain,Mon,midday,0,0,weekday,1.6891
3,7,service_lane,33.4,1,1,16.26,1.31,0,0,clear,Sun,midday,1,0,weekend,2.0123
14,6,main_road,58.1,2,1,14.22,1.182,0,0,cloudy,Tue,evening_peak,0,0,weekday,2.2671
1,5,main_road,42.6,4,0,5.7,1.135,0,0,cloudy,Wed,midday,0,0,weekday,2.2239
23,19,main_road,57.6,3,1,1.16,1.485,0,0,clear,Sun,evening_peak,1,0,weekend,2.4787
7,6,street,37.8,1,0,10.38,1.643,0,0,cloudy,Wed,evening_peak,0,0,weekday,3.5
16,17,street,36.8,2,0,10.24,1.245,1,0,clear,Wed,night,0,0,weekday,1.0342
20,17,main_road,62.2,3,0,15.02,1.563,1,0,fog,Wed,evening_peak,0,0,weekday,3.5
4,20,main_road,57.5,3,1,10.93,1.586,1,0,clear,Thu,midday,0,0,weekday,1.41
9,18,street,42.6,2,0,12.05,1.78,1,0,rain,Wed,midday,0,0,weekday,3.4445
6,17,street,42.0,1,1,19.15,1.77,1,0,clear,Wed,midday,0,0,weekday,2.3315
15,8,street,38.8,1,1,13.37,1.607,0,1,clear,Sat,night,1,0,weekend,1.0245
3,9,service_lane,29.6,1,0,11.23,1.406,0,0,clear,Tue,morning_peak,0,0,weekday,2.8975
15,3,highway,92.4,4,1,0.8,1.444,0,0,fog,Mon,midday,0,0,weekday,1.336
21,16,street,25.2,2,0,1.67,1.287,1,0,clear,Fri,evening_peak,0,0,friday,3.5
17,20,service_lane,26.7,2,1,1.77,1.101,0,0,fog,Thu,morning_peak,0,0,weekday,2.7861
8,22,highway,111.3,6,1,18.93,1.477,0,0,rain,Fri,midday,0,0,friday,3.2539
22,20,street,40.8,2,1,3.59,1.618,1,1,rain,Sun,evening_peak,1,0,weekend,3.5
8,9,main_road,49.3,4,0,4.74,1.015,1,0,clear,Wed,night,0,0,weekday,0.8444
2,23,highway,109.7,4,0,0.53,1.119,0,0,fog,Wed,midday,0,0,weekday,1.5688
9,16,service_lane,28.8,1,1,13.52,1.164,0,1,fog,Mon,evening_peak,0,0,weekday,3.5
7,23,main_road,58.0,4,0,5.85,1.214,0,0,clear,Mon,evening_peak,0,0,weekday,2.0327
14,9,service_lane,32.1,2,0,12.32,1.277,0,0,cloudy,Tue,night,0,0,weekday,0.8817
22,19,service_lane,27.4,2,1,10.65,1.266,0,0,cloudy,Mon,evening_peak,0,0,weekday,2.6052
12,9,street,29.1,1,1,15.92,1.462,1,0,heavy_rain,Wed,night,0,0,weekday,1.728
9,22,highway,119.7,5,0,7.33,1.717,0,0,rain,Thu,morning_peak,0,0,weekday,2.0141
16,6,street,46.9,1,1,14.42,1.31,1,0,cloudy,Sun,night,1,0,weekend,0.9199
10,21,main_road,69.3,4,0,16.54,1.779,0,1,fog,Thu,evening_peak,0,0,weekday,3.5
12,8,main_road,68.5,4,1,6.26,1.763,0,0,clear,Sat,midday,1,0,weekend,1.5422
20,14,highway,87.7,5,1,16.07,1.335,1,1,clear,Sun,evening_peak,1,0,weekend,2.807
17,16,highway,105.2,4,0,19.0,1.104,0,0,cloudy,Mon,night,0,0,weekday,0.5811
5,7,main_road,72.7,3,0,6.33,1.692,0,0,clear,Mon,night,0,0,weekday,1.1403
19,17,street,27.0,1,0,14.47,1.555,0,1,rain,Fri,midday,0,1,friday,3.5
13,11,street,28.8,1,0,2.91,1.429,1,0,clear,Wed,morning_peak,0,1,weekday,3.5
23,9,street,22.0,2,0,14.55,1.304,1,0,clear,Sun,morning_peak,1,0,weekend,3.3233
14,8,main_road,59.9,3,0,15.13,1.453,0,0,clear,Sun,morning_peak,1,0,weekend,1.5739
7,4,highway,86.3,5,0,17.2,1.025,0,0,clear,Wed,morning_peak,0,0,weekday,1.4649
16,13,highway,113.6,4,1,13.26,1.267,0,1,cloudy,Thu,morning_peak,0,0,weekday,2.2303
21,12,main_road,55.6,3,0,11.21,1.321,0,0,rain,Mon,midday,0,0,weekday,2.5122
22,9,main_road,75.1,3,0,14.45,1.317,0,0,fog,Tue,evening_peak,0,0,weekday,3.5
22,10,main_road,67.0,3,0,1.05,1.412,1,0,clear,Tue,evening_peak,0,0,weekday,2.5104
23,4,main_road,56.4,3,0,19.16,1.727,1,0,clear,Thu,morning_peak,0,0,weekday,2.9536
23,7,street,27.8,1,1,7.71,1.379,1,1,clear,Wed,morning_peak,0,0,weekday,3.5
8,9,street,48.9,2,0,13.72,1.048,1,0,rain,Mon,evening_peak,0,0,weekday,3.5
11,3,main_road,62.8,2,1,2.2,1.565,1,0,clear,Fri,midday,0,0,friday,1.735
7,3,main_road,43.3,3,0,17.4,1.157,0,0,clear,Tue,midday,0,0,weekday,1.6519
5,4,highway,83.8,4,0,1.72,1.744,0,0,clear,Mon,morning_peak,0,0,weekday,1.6497
22,18,main_road,57.0,2,0,2.8,1.024,1,0,rain,Sun,midday,1,0,weekend,2.0269
16,17,street,20.1,2,0,0.32,1.425,0,0,fog,Sat,evening_peak,1,0,weekend,3.1413
15,12,highway,106.8,5,0,3.71,1.097,1,0,cloudy,Mon,midday,0,0,weekday,1.2805
15,20,street,47.7,1,0,15.6,1.29,1,0,fog,Tue,night,0,0,weekday,1.4157
19,7,main_road,79.5,3,0,9.35,1.791,1,0,clear,Tue,night,0,0,weekday,1.0267
11,23,street,46.7,2,0,18.37,1.435,0,0,clear,Thu,morning_peak,0,1,weekday,3.0242
22,14,highway,98.5,5,1,14.92,1.627,0,0,cloudy,Tue,night,0,0,weekday,0.5995
1,6,main_road,47.2,2,0,4.46,1.175,1,0,fog,Fri,midday,0,0,friday,3.5
13,11,street,29.9,1,0,15.45,1.177,1,1,clear,Thu,midday,0,0,weekday,2.1929
1,11,street,37.3,2,0,10.16,1.589,1,0,rain,Tue,midday,0,0,weekday,3.5
10,14,main_road,76.6,3,0,7.94,1.7,1,0,clear,Thu,night,0,0,weekday,0.6696
18,6,main_road,73.1,2,0,1.88,1.566,1,0,clear,Fri,morning_peak,0,0,friday,2.7439
19,2,street,44.6,1,0,5.35,1.474,1,0,cloudy,Thu,midday,0,0,weekday,1.9057
12,11,main_road,73.8,4,1,5.28,1.091,0,0,clear,Thu,evening_peak,0,0,weekday,1.908
12,23,highway,100.1,4,0,14.18,1.758,0,0,rain,Thu,midday,0,0,weekday,1.5255
23,1,street,33.6,2,0,14.7,1.435,0,0,clear,Wed,evening_peak,0,1,weekday,2.8777
4,16,main_road,71.0,2,0,12.79,1.025,1,0,rain,Fri,morning_peak,0,0,friday,3.3369
15,4,street,23.8,2,1,14.65,1.026,0,0,clear,Tue,night,0,0,weekday,1.0146
18,4,service_lane,25.0,2,0,17.44,1.439,0,0,clear,Fri,night,0,0,friday,1.02
8,16,highway,85.3,5,0,13.0,1.025,0,0,clear,Tue,night,0,0,weekday,0.55
3,10,street,20.5,2,0,19.17,1.659,1,1,clear,Thu,morning_peak,0,0,weekday,3.5
14,22,street,34.6,2,0,18.65,1.04,0,1,clear,Wed,morning_peak,0,0,weekday,2.9356
9,23,main_road,73.7,4,0,11.37,1.111,1,0,heavy_rain,Mon,midday,0,0,weekday,2.6052
4,17,main_road,72.4,4,0,15.77,1.605,1,0,clear,Fri,morning_peak,0,0,friday,3.4936
5,8,main_road,74.9,4,0,19.4,1.234,1,0,clear,Mon,night,0,0,weekday,0.7351
11,2,main_road,72.2,2,0,10.28,1.276,1,0,cloudy,Sun,morning_peak,1,0,weekend,1.8155
15,20,main_road,61.3,2,0,3.52,1.736,1,0,clear,Wed,evening_peak,0,0,weekday,2.5423
23,11,main_road,61.3,3,0,2.16,1.792,1,1,clear,Mon,night,0,0,weekday,1.5942
1,14,street,32.3,1,0,19.48,1.225,1,0,clear,Tue,morning_peak,0,0,weekday,3.5
1,19,highway,98.2,4,1,4.79,1.115,0,0,clear,Sun,night,1,0,weekend,0.55
16,1,main_road,58.9,2,1,11.61,1.322,0,0,cloudy,Sat,morning_peak,1,0,weekend,2.2372
18,3,highway,101.6,4,0,2.44,1.239,0,0,clear,Thu,night,0,0,weekday,0.6217
14,18,street,39.4,1,1,0.59,1.576,1,0,clear,Mon,midday,0,0,weekday,2.1663
23,11,street,20.1,2,1,15.51,1.282,1,0,clear,Mon,morning_peak,0,0,weekday,3.0189
8,19,street,21.1,1,0,5.56,1.358,1,0,cloudy,Fri,evening_peak,0,0,friday,3.5
11,5,street,20.6,1,0,12.47,1.548,1,0,heavy_rain,Thu,night,0,0,weekday,2.0984
9,6,street,24.0,1,0,4.91,1.194,1,0,clear,Sun,night,1,0,weekend,0.9876
6,14,main_road,68.7,3,0,3.49,1.221,0,0,cloudy,Wed,evening_peak,0,0,weekday,3.0393
3,5,highway,107.2,6,0,0.3,1.356,1,1,clear,Wed,midday,0,0,weekday,2.0812
6,4,highway,92.1,4,1,3.49,1.469,0,0,clear,Thu,morning_peak,0,0,weekday,1.4482
12,7,main_road,63.1,3,0,0.22,1.244,1,0,clear,Tue,evening_peak,0,0,weekday,3.4693
12,2,main_road,59.9,3,0,17.99,1.494,0,0,heavy_rain,Wed,evening_peak,0,0,weekday,3.5
10,21,street,46.5,2,0,15.43,1.02,0,0,clear,Sun,night,1,0,weekend,0.959
2,18,main_road,70.7,3,1,13.02,1.343,1,0,fog,Wed,morning_peak,0,0,weekday,3.5
12,1,main_road,55.3,2,0,6.77,1.578,1,0,clear,Wed,evening_peak,0,0,weekday,3.3516
8,11,main_road,77.1,4,1,13.3,1.03,1,0,clear,Fri,evening_peak,0,0,friday,3.3472
19,23,main_road,71.3,4,0,17.16,1.255,1,0,clear,Thu,evening_peak,0,0,weekday,2.7663
9,17,main_road,65.0,4,0,15.96,1.543,0,0,cloudy,Sat,night,1,0,weekend,0.8538
2,14,street,47.8,2,0,8.34,1.028,0,0,clear,Mon,night,0,0,weekday,1.1051
22,19,street,48.1,1,0,19.44,1.077,1,1,clear,Fri,morning_peak,0,0,friday,3.5
18,7,main_road,55.4,4,0,8.83,1.446,1,0,clear,Sat,midday,1,0,weekend,1.6481
21,6,street,21.8,2,1,17.3,1.043,1,0,clear,Fri,midday,0,0,friday,3.5
14,11,service_lane,34.3,1,1,19.66,1.332,0,0,clear,Tue,evening_peak,0,0,weekday,3.0051
12,3,street,30.7,1,1,7.18,1.198,0,0,clear,Tue,evening_peak,0,0,weekday,2.5658
5,9,street,38.4,1,0,11.06,1.521,1,0,cloudy,Mon,night,0,0,weekday,1.3094
4,17,street,48.4,1,0,8.05,1.489,0,0,clear,Wed,midday,0,0,weekday,2.1826
19,1,service_lane,24.6,2,1,17.82,1.101,0,0,clear,Fri,morning_peak,0,0,friday,2.8088
22,16,main_road,49.2,2,0,4.89,1.739,0,1,heavy_rain,Wed,morning_peak,0,0,weekday,3.5
22,6,highway,87.3,5,0,10.97,1.551,0,0,cloudy,Sun,night,1,0,weekend,0.8584
20,4,main_road,44.9,4,0,11.3,1.495,1,0,heavy_rain,Thu,night,0,0,weekday,1.8765
16,8,street,45.0,1,0,6.98,1.674,0,0,clear,Sat,morning_peak,1,0,weekend,1.7466
5,22,main_road,65.7,2,0,16.2,1.547,1,0,clear,Sun,morning_peak,1,0,weekend,2.3547
2,4,main_road,55.6,4,0,4.33,1.728,1,0,clear,Wed,morning_peak,0,0,weekday,2.7102
6,7,main_road,45.4,2,0,11.28,1.437,1,0,clear,Mon,evening_peak,0,0,weekday,3.5
7,13,main_road,49.2,4,0,7.27,1.74,0,0,clear,Mon,midday,0,0,weekday,1.7149
8,1,street,34.2,1,1,11.36,1.082,1,0,fog,Tue,midday,0,0,weekday,3.3676
5,12,main_road,79.8,2,0,1.48,1.542,1,0,clear,Wed,morning_peak,0,0,weekday,3.0281
4,7,highway,82.2,5,1,0.54,1.623,0,0,clear,Thu,morning_peak,0,0,weekday,1.2852
18,3,street,40.0,1,1,2.84,1.029,1,0,clear,Thu,night,0,0,weekday,0.8593
1,2,main_road,76.2,3,0,18.72,1.707,1,0,clear,Tue,night,0,0,weekday,1.5547
2,3,street,34.1,1,1,12.28,1.744,0,0,cloudy,Tue,night,0,0,weekday,1.3264
22,1,service_lane,27.6,2,0,7.99,1.38,0,0,clear,Fri,night,0,0,friday,1.5489
1,9,street,34.0,2,0,10.53,1.462,1,0,rain,Sun,evening_peak,1,0,weekend,3.5
10,3,street,33.5,1,1,6.0,1.088,1,0,fog,Wed,evening_peak,0,0,weekday,3.5
16,10,main_road,43.3,4,0,1.04,1.099,1,0,clear,Wed,morning_peak,0,1,weekday,1.821
13,22,main_road,74.8,2,0,10.75,1.678,1,0,clear,Thu,night,0,0,weekday,1.0769
14,7,street,37.9,2,1,13.5,1.394,1,0,clear,Tue,midday,0,0,weekday,1.5282
10,11,street,23.0,2,1,19.73,1.287,1,0,rain,Sat,midday,1,0,weekend,2.1558
14,15,street,42.0,2,1,6.06,1.007,0,1,cloudy,Sat,midday,1,0,weekend,1.6823
15,4,street,20.3,2,1,19.56,1.624,1,0,clear,Mon,midday,0,0,weekday,2.1771
13,10,street,44.5,2,0,6.6,1.58,0,0,clear,Tue,morning_peak,0,0,weekday,2.9825
21,18,street,39.5,1,0,17.85,1.533,0,0,cloudy,Mon,midday,0,0,weekday,2.7251
6,12,street,48.0,2,1,16.47,1.156,0,0,cloudy,Fri,night,0,0,friday,1.594
15,2,street,29.7,2,0,0.63,1.032,0,0,cloudy,Sat,evening_peak,1,0,weekend,2.1608
2,4,street,30.8,2,0,19.01,1.567,1,0,rain,Thu,midday,0,0,weekday,3.2579
20,15,main_road,71.3,2,0,15.33,1.42,1,1,clear,Thu,morning_peak,0,0,weekday,3.4838
8,7,street,48.9,1,0,5.65,1.244,1,0,clear,Thu,night,0,0,weekday,1.3024
6,8,main_road,69.7,4,0,4.21,1.146,0,0,cloudy,Fri,midday,0,0,friday,1.7455
22,6,main_road,63.1,3,0,7.59,1.762,1,0,clear,Thu,night,0,0,weekday,1.1191
16,14,main_road,51.4,2,0,17.38,1.318,0,0,clear,Sat,evening_peak,1,0,weekend,1.8542
19,3,highway,84.3,5,0,17.88,1.704,0,1,clear,Thu,midday,0,0,weekday,1.5009
10,5,street,38.8,2,1,14.66,1.792,1,0,rain,Thu,night,0,1,weekday,0.9781
1,23,street,22.3,2,1,9.17,1.237,0,0,clear,Thu,midday,0,1,weekday,2.2715
16,8,main_road,55.2,2,0,1.59,1.675,1,0,rain,Tue,evening_peak,0,0,weekday,3.5
14,12,highway,107.8,5,0,8.31,1.461,0,0,clear,Mon,midday,0,0,weekday,0.9374
3,5,highway,95.0,4,0,17.58,1.078,0,0,clear,Fri,night,0,0,friday,0.5824
20,12,street,28.4,1,0,17.53,1.506,0,0,cloudy,Mon,morning_peak,0,0,weekday,3.0704
6,18,street,43.5,2,0,14.5,1.196,1,1,cloudy,Sat,morning_peak,1,0,weekend,2.9779
17,6,highway,118.8,5,0,12.77,1.573,0,0,clear,Sun,morning_peak,1,0,weekend,1.0643
11,3,street,36.1,2,0,9.24,1.731,1,1,clear,Thu,night,0,0,weekday,1.6901
17,19,street,24.7,2,1,7.43,1.256,1,0,clear,Fri,night,0,0,friday,1.0041
10,19,main_road,44.6,2,0,9.03,1.22,1,0,clear,Wed,midday,0,0,weekday,1.4773
20,14,street,44.0,2,0,3.09,1.653,1,1,cloudy,Sat,night,1,0,weekend,1.7679
7,2,main_road,64.3,4,0,0.52,1.604,1,0,clear,Wed,morning_peak,0,0,weekday,2.5325
23,6,main_road,64.7,3,0,14.02,1.416,1,1,rain,Tue,night,0,0,weekday,1.771
23,21,main_road,62.9,4,0,8.06,1.713,1,0,cloudy,Sat,midday,1,0,weekend,2.265
1,18,highway,92.9,5,0,18.75,1.282,0,0,clear,Sat,night,1,0,weekend,0.7922
5,17,main_road,41.4,4,0,0.86,1.351,0,0,clear,Thu,evening_peak,0,0,weekday,3.4587
8,3,main_road,71.6,2,0,19.46,1.605,1,0,clear,Tue,evening_peak,0,0,weekday,3.2887
21,6,main_road,59.3,2,0,13.47,1.213,1,0,clear,Mon,midday,0,0,weekday,2.1412
14,13,main_road,51.6,3,0,5.99,1.002,1,1,fog,Tue,night,0,0,weekday,1.874
18,17,street,49.1,2,1,0.39,1.732,0,0,rain,Fri,midday,0,0,friday,2.5691
8,4,street,21.7,1,0,15.36,1.043,1,0,cloudy,Fri,morning_peak,0,0,friday,3.3765
12,13,street,34.8,1,0,16.89,1.725,1,0,clear,Tue,midday,0,0,weekday,2.4289
21,3,highway,99.7,6,1,6.54,1.458,0,0,clear,Wed,evening_peak,0,0,weekday,1.8292
5,23,main_road,42.8,2,0,11.89,1.171,0,0,clear,Wed,night,0,0,weekday,0.9176
15,16,street,28.0,1,0,6.42,1.457,1,0,clear,Tue,midday,0,0,weekday,1.9353
2,9,main_road,56.3,4,0,1.67,1.346,0,0,clear,Mon,morning_peak,0,0,weekday,1.6696
14,20,main_road,70.3,4,1,15.27,1.102,0,0,clear,Wed,evening_peak,0,0,weekday,1.1894
17,23,service_lane,21.8,1,0,5.2,1.004,0,0,clear,Tue,night,0,0,weekday,0.809
23,8,street,48.7,1,0,18.05,1.43,1,0,fog,Tue,morning_peak,0,0,weekday,3.5
18,9,main_road,49.0,4,0,18.28,1.243,0,0,cloudy,Thu,night,0,0,weekday,0.7102
18,8,main_road,60.1,2,0,13.48,1.451,0,0,fog,Sat,morning_peak,1,0,weekend,3.0853
